Names,EU,ED,Spot,LU,LD
EU,1.0,0.1371,0.075,0.0185,0.0066
ED,0.1371,1.0,-0.068,-0.1133,0.092
Spot,0.075,-0.068,1.0,0.2886,-0.2532
LU,0.0185,-0.1133,0.2886,1.0,0.0728
LD,0.0066,0.092,-0.2532,0.0728,1.0
