Names,EU,ED,Spot,LU,LD
EU,0.3663,-0.3076,8.1589,3.1697,-9.1378
ED,-0.3076,2.5517,-15.5521,-15.652,37.868
Spot,8.1589,-15.5521,13490.5445,2847.5334,-12619.5517
LU,3.1697,-15.652,2847.5334,9689.992,-1376.5441
LD,-9.1378,37.868,-12619.5517,-1376.5441,59266.5844
