0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
79.269997,65.440002,33.220001,15.78,11.09,5.08,2.88,3.42,0.2,3.49,4.61,4.04,4.07,8.08,4.95,12.31,16.35,22.139999,57.220001,87.239998,76.459999,27.469999,25.200001,21.610001
271.570007,281.48999,278.390015,272.890015,310.380005,408.540009,419.98999,414.679993,384.549988,339.440002,307.070007,292.660004,294.01001,294.679993,307.769989,329.859985,406.019989,439.980011,495.899994,493.850006,455.0,429.149994,391.200012,330.76001
36.810001,35.830002,34.919998,34.439999,34.259998,36.549999,46.599998,71.82,80.190002,76.510002,72.620003,71.839996,73.25,73.290001,79.07,86.0,88.620003,95.199997,93.290001,88.349998,79.940002,70.059998,62.009998,53.970001
271.570007,281.48999,278.390015,272.890015,310.380005,408.540009,419.98999,414.679993,384.549988,339.440002,307.070007,292.660004,294.01001,294.679993,307.769989,329.859985,406.019989,439.980011,495.899994,493.850006,455.0,429.149994,391.200012,330.76001
96.169998,92.489998,90.459999,88.120003,88.580002,94.989998,106.82,199.029999,235.610001,236.490005,206.330002,166.089996,160.070007,167.0,175.039993,209.759995,262.730011,206.350006,184.289993,151.050003,124.489998,108.459999,102.690002,94.790001
271.570007,281.48999,278.390015,272.890015,310.380005,408.540009,419.98999,414.679993,384.549988,339.440002,307.070007,292.660004,294.01001,294.679993,307.769989,329.859985,406.019989,439.980011,495.899994,493.850006,455.0,429.149994,391.200012,330.76001
89.260002,83.040001,79.900002,82.040001,88.440002,94.010002,93.260002,91.400002,83.779999,74.639999,68.5,64.220001,63.84,64.059998,67.93,71.169998,76.099998,90.459999,102.029999,113.839996,105.0,96.580002,91.0,95.0
201.940002,198.0,201.369995,201.5,218.350006,255.0,283.369995,279.290009,251.259995,224.929993,213.559998,208.0,200.089996,197.050003,196.300003,197.130005,217.630005,255.0,279.089996,284.910004,268.910004,253.559998,222.779999,206.050003
271.570007,281.48999,278.390015,272.890015,310.380005,408.540009,419.98999,414.679993,384.549988,339.440002,307.070007,292.660004,294.01001,294.679993,307.769989,329.859985,406.019989,439.980011,495.899994,493.850006,455.0,429.149994,391.200012,330.76001
36.810001,35.830002,34.919998,34.439999,34.259998,36.549999,46.599998,71.82,80.190002,76.510002,72.620003,71.839996,73.25,73.290001,79.07,86.0,88.620003,95.199997,93.290001,88.349998,79.940002,70.059998,62.009998,53.970001
98.599998,96.360001,94.57,96.809998,97.68,128.149994,144.130005,139.910004,124.699997,110.290001,99.300003,97.739998,95.580002,94.099998,96.650002,95.739998,115.330002,139.919998,169.009995,168.089996,134.399994,119.489998,101.589996,96.309998
20.290001,20.040001,20.08,20.43,20.950001,26.690001,36.139999,39.91,39.529999,25.610001,12.91,0.08,0.0,0.0,0.0,13.65,33.389999,42.389999,42.849998,41.529999,34.990002,24.040001,17.530001,19.98
171.990005,167.889999,165.679993,167.550003,143.339996,199.179993,247.600006,241.289993,211.070007,179.169998,174.899994,174.660004,177.029999,172.470001,174.610001,193.100006,216.839996,241.199997,286.98999,280.0,245.880005,225.729996,194.470001,196.960007
89.260002,83.040001,79.900002,82.040001,88.440002,94.010002,93.260002,91.400002,83.779999,74.639999,68.5,64.220001,63.84,64.059998,67.93,71.169998,76.099998,90.459999,102.029999,113.839996,105.0,96.580002,91.0,95.0
79.269997,65.440002,33.220001,15.78,11.09,5.08,2.88,3.42,0.2,3.49,4.61,4.04,4.07,8.08,4.95,12.31,16.35,22.139999,57.220001,87.239998,76.459999,27.469999,25.200001,21.610001
271.570007,281.48999,278.390015,272.890015,310.380005,408.540009,419.98999,414.679993,384.549988,339.440002,307.070007,292.660004,294.01001,294.679993,307.769989,329.859985,406.019989,439.980011,495.899994,493.850006,455.0,429.149994,391.200012,330.76001
271.570007,281.48999,278.390015,272.890015,310.380005,408.540009,419.98999,414.679993,384.549988,339.440002,307.070007,292.660004,294.01001,294.679993,307.769989,329.859985,406.019989,439.980011,495.899994,493.850006,455.0,429.149994,391.200012,330.76001
9.99,4.33,0.35,1.33,5.64,7.81,13.58,20.040001,22.459999,42.080002,42.02,45.900002,47.360001,49.25,51.610001,53.77,58.049999,68.120003,66.449997,61.549999,52.41,42.59,35.619999,36.09
98.599998,96.360001,94.57,96.809998,97.68,128.149994,144.130005,139.910004,124.699997,110.290001,99.300003,97.739998,95.580002,94.099998,96.650002,95.739998,115.330002,139.919998,169.009995,168.089996,134.399994,119.489998,101.589996,96.309998
36.810001,35.830002,34.919998,34.439999,34.259998,36.549999,46.599998,71.82,80.190002,76.510002,72.620003,71.839996,73.25,73.290001,79.07,86.0,88.620003,95.199997,93.290001,88.349998,79.940002,70.059998,62.009998,53.970001
36.810001,35.830002,34.919998,34.439999,34.259998,36.549999,46.599998,71.82,80.190002,76.510002,72.620003,71.839996,73.25,73.290001,79.07,86.0,88.620003,95.199997,93.290001,88.349998,79.940002,70.059998,62.009998,53.970001
271.570007,281.48999,278.390015,272.890015,310.380005,408.540009,419.98999,414.679993,384.549988,339.440002,307.070007,292.660004,294.01001,294.679993,307.769989,329.859985,406.019989,439.980011,495.899994,493.850006,455.0,429.149994,391.200012,330.76001
522.919983,520.070007,513.059998,518.599976,530.070007,606.609985,668.23999,689.869995,639.340027,576.98999,535.039978,505.880005,504.190002,502.589996,524.960022,564.349976,686.799988,714.22998,766.789978,760.0,710.0,673.400024,626.72998,607.150024
98.599998,96.360001,94.57,96.809998,97.68,128.149994,144.130005,139.910004,124.699997,110.290001,99.300003,97.739998,95.580002,94.099998,96.650002,95.739998,115.330002,139.919998,169.009995,168.089996,134.399994,119.489998,101.589996,96.309998
89.260002,83.040001,79.900002,82.040001,88.440002,94.010002,93.260002,91.400002,83.779999,74.639999,68.5,64.220001,63.84,64.059998,67.93,71.169998,76.099998,90.459999,102.029999,113.839996,105.0,96.580002,91.0,95.0
98.599998,96.360001,94.57,96.809998,97.68,128.149994,144.130005,139.910004,124.699997,110.290001,99.300003,97.739998,95.580002,94.099998,96.650002,95.739998,115.330002,139.919998,169.009995,168.089996,134.399994,119.489998,101.589996,96.309998
522.919983,520.070007,513.059998,518.599976,530.070007,606.609985,668.23999,689.869995,639.340027,576.98999,535.039978,505.880005,504.190002,502.589996,524.960022,564.349976,686.799988,714.22998,766.789978,760.0,710.0,673.400024,626.72998,607.150024
79.269997,65.440002,33.220001,15.78,11.09,5.08,2.88,3.42,0.2,3.49,4.61,4.04,4.07,8.08,4.95,12.31,16.35,22.139999,57.220001,87.239998,76.459999,27.469999,25.200001,21.610001
79.269997,65.440002,33.220001,15.78,11.09,5.08,2.88,3.42,0.2,3.49,4.61,4.04,4.07,8.08,4.95,12.31,16.35,22.139999,57.220001,87.239998,76.459999,27.469999,25.200001,21.610001
98.599998,96.360001,94.57,96.809998,97.68,128.149994,144.130005,139.910004,124.699997,110.290001,99.300003,97.739998,95.580002,94.099998,96.650002,95.739998,115.330002,139.919998,169.009995,168.089996,134.399994,119.489998,101.589996,96.309998
171.990005,167.889999,165.679993,167.550003,143.339996,199.179993,247.600006,241.289993,211.070007,179.169998,174.899994,174.660004,177.029999,172.470001,174.610001,193.100006,216.839996,241.199997,286.98999,280.0,245.880005,225.729996,194.470001,196.960007
98.199997,97.699997,95.730003,93.910004,98.919998,95.489998,100.0,99.540001,87.5,76.25,67.059998,51.639999,24.51,6.0,6.92,20.4,67.580002,92.540001,106.470001,111.160004,112.279999,108.050003,101.660004,90.099998
522.919983,520.070007,513.059998,518.599976,530.070007,606.609985,668.23999,689.869995,639.340027,576.98999,535.039978,505.880005,504.190002,502.589996,524.960022,564.349976,686.799988,714.22998,766.789978,760.0,710.0,673.400024,626.72998,607.150024
98.599998,96.360001,94.57,96.809998,97.68,128.149994,144.130005,139.910004,124.699997,110.290001,99.300003,97.739998,95.580002,94.099998,96.650002,95.739998,115.330002,139.919998,169.009995,168.089996,134.399994,119.489998,101.589996,96.309998
271.570007,281.48999,278.390015,272.890015,310.380005,408.540009,419.98999,414.679993,384.549988,339.440002,307.070007,292.660004,294.01001,294.679993,307.769989,329.859985,406.019989,439.980011,495.899994,493.850006,455.0,429.149994,391.200012,330.76001
271.570007,281.48999,278.390015,272.890015,310.380005,408.540009,419.98999,414.679993,384.549988,339.440002,307.070007,292.660004,294.01001,294.679993,307.769989,329.859985,406.019989,439.980011,495.899994,493.850006,455.0,429.149994,391.200012,330.76001
201.940002,198.0,201.369995,201.5,218.350006,255.0,283.369995,279.290009,251.259995,224.929993,213.559998,208.0,200.089996,197.050003,196.300003,197.130005,217.630005,255.0,279.089996,284.910004,268.910004,253.559998,222.779999,206.050003
