Names,EU,ED,Spot,LU,LD
EU,0.405,-0.7561,6.1347,3.3168,-8.1642
ED,-0.7561,3.2198,-15.375,-13.7128,26.6261
Spot,6.1347,-15.375,19988.5536,2215.0504,-7788.4107
LU,3.3168,-13.7128,2215.0504,4604.5538,-166.5927
LD,-8.1642,26.6261,-7788.4107,-166.5927,22059.556
