Names,EU,ED,Spot,LU,LD
EU,1.0,-0.6622,0.0682,0.0768,-0.0864
ED,-0.6622,1.0,-0.0606,-0.1126,0.0999
Spot,0.0682,-0.0606,1.0,0.2309,-0.3709
LU,0.0768,-0.1126,0.2309,1.0,-0.0165
LD,-0.0864,0.0999,-0.3709,-0.0165,1.0
