Names,EU,ED,Spot,LU,LD
EU,9.0789,-33.0747,31.6167,30.4055,-76.8038
ED,-33.0747,193.0819,-152.7929,-82.7271,329.975
Spot,31.6167,-152.7929,21241.2533,529.8982,-17006.4984
LU,30.4055,-82.7271,529.8982,6508.5297,538.3778
LD,-76.8038,329.975,-17006.4984,538.3778,78538.7536
