Names,EU,ED,Spot,LU,LD
EU,9.0644,-33.0218,50.7894,19.3882,-36.0188
ED,-33.0218,192.773,-216.1409,-65.8824,144.1794
Spot,50.7894,-216.1409,15905.0124,2055.1494,-4620.644
LU,19.3882,-65.8824,2055.1494,3470.3809,303.8709
LD,-36.0188,144.1794,-4620.644,303.8709,15314.2574
