0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
59.830002,56.950001,56.939999,56.970001,54.970001,57.23,112.860001,136.330002,148.679993,111.629997,103.269997,60.060001,53.130001,50.77,60.02,91.650002,101.050003,108.07,111.230003,109.529999,105.260002,105.059998,81.669998,72.910004
118.620003,113.360001,111.010002,115.970001,136.360001,155.770004,180.850006,194.580002,194.619995,181.740005,177.960007,174.070007,166.5,168.960007,171.070007,178.830002,197.179993,201.490005,209.940002,179.039993,164.600006,155.339996,143.210007,143.220001
74.300003,67.769997,71.349998,74.910004,82.230003,84.839996,112.889999,138.929993,169.869995,178.199997,170.089996,167.210007,156.860001,152.740005,161.440002,163.389999,167.279999,178.169998,183.119995,172.179993,142.089996,143.539993,130.149994,103.93
74.300003,67.769997,71.349998,74.910004,82.230003,84.839996,112.889999,138.929993,169.869995,178.199997,170.089996,167.210007,156.860001,152.740005,161.440002,163.389999,167.279999,178.169998,183.119995,172.179993,142.089996,143.539993,130.149994,103.93
74.300003,67.769997,71.349998,74.910004,82.230003,84.839996,112.889999,138.929993,169.869995,178.199997,170.089996,167.210007,156.860001,152.740005,161.440002,163.389999,167.279999,178.169998,183.119995,172.179993,142.089996,143.539993,130.149994,103.93
15.84,22.75,15.89,15.87,15.84,15.81,15.85,16.059999,38.200001,38.75,38.869999,37.599998,37.450001,22.75,22.780001,40.799999,41.330002,46.830002,45.900002,39.5,36.689999,33.619999,26.24,15.29
91.760002,91.43,90.809998,88.470001,91.43,105.410004,141.509995,127.720001,114.129997,96.870003,92.0,90.059998,88.040001,86.260002,87.010002,89.010002,99.720001,119.050003,148.550003,139.149994,125.5,106.029999,96.889999,98.900002
96.169998,92.489998,90.459999,88.120003,88.580002,94.989998,106.82,199.029999,235.610001,236.490005,206.330002,166.089996,160.070007,167.0,175.039993,209.759995,262.730011,206.350006,184.289993,151.050003,124.489998,108.459999,102.690002,94.790001
59.830002,56.950001,56.939999,56.970001,54.970001,57.23,112.860001,136.330002,148.679993,111.629997,103.269997,60.060001,53.130001,50.77,60.02,91.650002,101.050003,108.07,111.230003,109.529999,105.260002,105.059998,81.669998,72.910004
74.300003,67.769997,71.349998,74.910004,82.230003,84.839996,112.889999,138.929993,169.869995,178.199997,170.089996,167.210007,156.860001,152.740005,161.440002,163.389999,167.279999,178.169998,183.119995,172.179993,142.089996,143.539993,130.149994,103.93
103.379997,97.599998,89.0,86.419998,90.93,94.800003,109.199997,107.129997,91.790001,84.0,79.120003,74.900002,66.57,64.980003,66.18,80.290001,90.0,98.639999,146.779999,173.240005,139.539993,117.269997,101.559998,100.269997
89.260002,83.040001,79.900002,82.040001,88.440002,94.010002,93.260002,91.400002,83.779999,74.639999,68.5,64.220001,63.84,64.059998,67.93,71.169998,76.099998,90.459999,102.029999,113.839996,105.0,96.580002,91.0,95.0
103.379997,97.599998,89.0,86.419998,90.93,94.800003,109.199997,107.129997,91.790001,84.0,79.120003,74.900002,66.57,64.980003,66.18,80.290001,90.0,98.639999,146.779999,173.240005,139.539993,117.269997,101.559998,100.269997
171.990005,167.889999,165.679993,167.550003,143.339996,199.179993,247.600006,241.289993,211.070007,179.169998,174.899994,174.660004,177.029999,172.470001,174.610001,193.100006,216.839996,241.199997,286.98999,280.0,245.880005,225.729996,194.470001,196.960007
59.830002,56.950001,56.939999,56.970001,54.970001,57.23,112.860001,136.330002,148.679993,111.629997,103.269997,60.060001,53.130001,50.77,60.02,91.650002,101.050003,108.07,111.230003,109.529999,105.260002,105.059998,81.669998,72.910004
272.579987,274.720001,278.0,267.630005,277.859985,339.769989,369.890015,379.630005,341.75,299.019989,274.019989,276.320007,268.970001,278.070007,285.790009,324.089996,372.440002,409.410004,479.0,450.0,394.209991,355.170013,258.079987,268.709991
