Names,EU,ED,Spot,LU,LD
EU,2.5725,-22.9803,22.3275,10.7726,-27.7446
ED,-22.9803,977.3241,-576.2112,-318.9323,607.4886
Spot,22.3275,-576.2112,20351.2161,3126.3781,-10977.4645
LU,10.7726,-318.9323,3126.3781,6326.5913,-842.9398
LD,-27.7446,607.4886,-10977.4645,-842.9398,34219.2147
