Names,EU,ED,Spot,LU,LD
EU,0.7901,-0.1178,13.7284,3.528,-6.0443
ED,-0.1178,0.2487,0.2896,0.7777,-2.3596
Spot,13.7284,0.2896,16435.4261,2051.4525,-4555.1144
LU,3.528,0.7777,2051.4525,3474.178,312.2856
LD,-6.0443,-2.3596,-4555.1144,312.2856,15326.9454
