Names,EU,ED,Spot,LU,LD
EU,7.6267,-27.9599,37.3299,15.7028,-32.4641
ED,-27.9599,126.0719,-126.5893,-61.0739,125.4481
Spot,37.3299,-126.5893,16027.5612,2025.7084,-4652.5321
LU,15.7028,-61.0739,2025.7084,3476.5204,310.2089
LD,-32.4641,125.4481,-4652.5321,310.2089,15325.2511
