Names,EU,ED,Spot,LU,LD
EU,1.0,0.1676,0.0173,0.081,-0.0664
ED,0.1676,1.0,-0.2108,-0.0225,0.0386
Spot,0.0173,-0.2108,1.0,0.2601,-0.4835
LU,0.081,-0.0225,0.2601,1.0,-0.0621
LD,-0.0664,0.0386,-0.4835,-0.0621,1.0
