Names,EU,ED,Spot,LU,LD
EU,0.0985,1.2188,0.5962,2.5364,-5.0721
ED,1.2188,537.3521,-536.8245,-52.1703,217.9165
Spot,0.5962,-536.8245,12074.5015,2854.2256,-12930.4073
LU,2.5364,-52.1703,2854.2256,9969.9848,-1508.3908
LD,-5.0721,217.9165,-12930.4073,-1508.3908,59222.2092
