Names,EU,ED,Spot,LU,LD
EU,1.0,-0.8119,0.1147,0.1094,-0.0986
ED,-0.8119,1.0,-0.1343,-0.1059,0.1007
Spot,0.1147,-0.1343,1.0,0.2563,-0.4774
LU,0.1094,-0.1059,0.2563,1.0,-0.0591
LD,-0.0986,0.1007,-0.4774,-0.0591,1.0
