Names,EU,ED,Spot,LU,LD
EU,9.2329,2.4391,46.353,18.1666,-22.4122
ED,2.4391,1.7051,10.4188,2.8946,-0.3979
Spot,46.353,10.4188,14509.235,1908.9591,-3692.903
LU,18.1666,2.8946,1908.9591,3132.7595,473.7196
LD,-22.4122,-0.3979,-3692.903,473.7196,13498.6131
