Names,EU,ED,Spot,LU,LD
EU,1.0,0.6147,0.1266,0.1068,-0.0635
ED,0.6147,1.0,0.0662,0.0396,-0.0026
Spot,0.1266,0.0662,1.0,0.2831,-0.2639
LU,0.1068,0.0396,0.2831,1.0,0.0728
LD,-0.0635,-0.0026,-0.2639,0.0728,1.0
