,index,EU,ED,Spot,LU,LD
0,1-5-25 173,38.47159666666667,71.33803166666668,154.84914872340184,47.57095882020548,59.9354065125571
0,1-5-25 174,137.27226625,110.91826875,154.84914872340184,47.1040722739726,59.614965831050235
0,1-5-25 175,37.21753958333333,189.22045416666663,165.96521825753425,47.57095882020548,59.93540651255708
0,1-5-25 176,54.96269416666667,116.16028791666666,154.8964957571918,47.730515721461195,58.99490426312787
0,1-5-25 177,54.962694166666665,116.16028791666666,154.84914872340187,47.104072273972605,59.614965831050235
0,1-5-25 178,54.962694166666665,116.16028791666666,165.96521825753427,47.57095882020548,59.9354065125571
0,1-5-25 179,54.962694166666665,116.16028791666666,154.84914872340184,47.1040722739726,59.61496583105022
0,1-5-25 180,54.96269416666667,116.16028791666668,154.84914872340187,47.730515721461195,58.99490426312787
0,1-5-25 181,137.27226625,110.91826875,153.50958751329907,47.410876159246584,59.01179437157534
0,1-5-25 182,137.27226625,110.91826875,154.84914872340184,47.104072273972605,59.61496583105023
0,1-5-25 183,51.84272208333334,5.865827916666668,154.8491487234018,47.410876159246584,59.01179437157534
0,1-5-25 184,42.08791916666667,25.982915000000002,165.96521825753425,47.57095882020548,59.9354065125571
0,1-5-25 185,54.96269416666666,116.16028791666666,153.50958751329904,47.410876159246584,59.01179437157535
0,1-5-25 186,38.47159666666666,71.33803166666662,154.89649575719176,47.1040722739726,59.61496583105023
0,1-5-25 187,64.32144458333335,115.02426708333337,154.84914872340184,47.730515721461195,58.99490426312787
0,1-5-25 188,64.32144458333333,115.02426708333336,154.89649575719176,47.850597780821914,58.645123632990874
0,1-5-25 189,28.887862500000008,21.176975000000002,153.6523089740297,47.410876159246584,59.01179437157535
0,1-5-25 190,51.842722083333335,5.8658279166666665,154.84914872340184,47.73051572146119,58.994904263127864
0,1-5-25 191,51.842722083333335,5.8658279166666665,154.84914872340184,47.410876159246584,59.01179437157534
0,1-5-25 192,64.32144458333336,115.02426708333337,153.6523089740297,47.410876159246584,59.01179437157535
0,1-5-25 193,51.84272208333334,5.8658279166666665,154.84914872340187,47.730515721461195,58.99490426312787
0,1-5-25 194,54.962694166666665,116.16028791666666,154.8964957571918,47.104072273972605,59.614965831050235
0,1-5-25 195,64.32144458333335,115.02426708333337,154.84914872340184,47.57095882020548,59.9354065125571
0,1-5-25 196,51.842722083333335,5.8658279166666665,154.84914872340184,47.104072273972605,59.614965831050206
0,1-5-25 197,38.47159666666666,71.33803166666664,154.84914872340184,47.73051572146119,58.994904263127864
0,1-5-25 198,28.887862500000008,21.176975000000002,153.6728923083904,47.85059778082192,58.64512363299088
0,1-5-25 199,64.32144458333333,115.02426708333336,166.1079397182648,47.57095882020548,59.93540651255708
0,1-5-25 200,54.96269416666667,116.16028791666666,153.5336953910959,47.73051572146119,58.99490426312787
0,1-5-25 201,51.84272208333334,5.8658279166666665,153.67641685182653,47.730515721461195,58.994904263127886
0,1-5-25 202,28.8878625,21.176975,153.5336953910959,47.73051572146119,58.994904263127864
0,1-5-25 203,37.21753958333333,189.22045416666663,153.50958751329907,47.410876159246584,59.01179437157535
0,1-5-25 204,64.32144458333333,115.02426708333336,153.65230897402967,47.410876159246584,59.01179437157534
0,1-5-25 205,64.32144458333333,115.02426708333336,145.9662765505137,46.94321881906391,59.86349515011415
0,1-5-25 206,137.27226624999997,110.91826875,154.84914872340178,47.1040722739726,59.61496583105023
0,1-5-25 207,38.47159666666666,71.33803166666664,154.8964957571918,47.104072273972584,59.61496583105023
0,1-5-25 208,64.32144458333333,115.02426708333336,166.10793971826482,47.57095882020548,59.93540651255708
0,1-5-25 209,51.842722083333335,5.8658279166666665,145.9662765505137,46.94321881906392,59.86349515011415
0,1-5-25 210,54.96269416666666,116.16028791666666,145.9189295167237,46.408788522260274,58.35177361187215
0,1-5-25 211,37.217539583333334,189.22045416666666,153.5336953910959,47.730515721461195,58.994904263127886
0,1-5-25 212,37.21753958333333,189.2204541666666,153.509587513299,47.41087615924658,59.01179437157534
0,1-5-25 213,28.8878625,21.176975000000002,153.67289230839037,47.850597780821914,58.645123632990874
0,1-5-25 214,137.27226625,110.91826875,154.84914872340184,47.410876159246584,59.01179437157534
0,1-5-25 215,51.842722083333314,5.865827916666665,153.50958751329904,47.410876159246584,59.01179437157534
0,1-5-25 216,137.27226625,110.91826875,154.84914872340184,47.73051572146119,58.994904263127864
0,1-5-25 217,54.962694166666665,116.16028791666666,154.84914872340178,47.57095882020548,59.93540651255708
0,1-5-25 218,51.84272208333334,5.8658279166666665,153.67641685182653,47.730515721461195,58.994904263127886
0,1-5-25 219,64.32144458333333,115.02426708333336,154.84914872340184,47.1040722739726,59.61496583105022
0,1-5-25 220,137.27226624999994,110.91826874999998,154.84914872340178,47.10407227397258,59.614965831050206
0,1-5-25 221,54.962694166666665,116.16028791666666,154.8491487234018,47.73051572146118,58.994904263127864
0,1-5-25 222,37.21753958333333,189.2204541666666,165.96521825753422,47.57095882020547,59.93540651255707
0,1-5-25 223,37.581388749999995,67.00564333333334,145.9189295167237,46.408788522260274,58.35177361187215
0,1-5-25 224,44.251304166666664,68.08616333333333,154.83009906586759,47.286926354452056,59.520793726598164
0,1-5-25 225,105.28615625000002,130.52167500000002,154.8964957571918,47.234261699771686,57.632807074771705
0,1-5-25 226,38.471596666666656,71.33803166666662,154.84914872340178,47.41087615924658,59.01179437157533
0,1-5-25 227,51.842722083333335,5.8658279166666665,154.84914872340184,47.57095882020548,59.9354065125571
0,1-5-25 228,105.28615625000002,130.521675,154.89649575719173,47.39302657591324,59.3965825742009
0,1-5-25 229,105.28615625000002,130.521675,154.89649575719176,47.104072273972605,59.61496583105022
0,1-5-25 230,51.84272208333334,5.8658279166666665,153.50958751329907,47.410876159246584,59.01179437157535
0,1-5-25 231,38.47159666666666,71.33803166666664,154.89649575719176,47.57095882020548,59.93540651255708
0,1-5-25 232,51.842722083333335,5.8658279166666665,154.84914872340184,47.1040722739726,59.61496583105022
0,1-5-25 233,105.28615625000003,130.52167500000002,154.8964957571918,47.730515721461195,58.99490426312787
0,1-5-25 234,38.471596666666656,71.33803166666662,154.84914872340178,47.10407227397258,59.61496583105022
0,1-5-25 235,54.962694166666665,116.16028791666666,154.8964957571918,47.410876159246584,59.01179437157534
0,1-5-25 236,54.962694166666665,116.16028791666666,154.8491487234018,47.1040722739726,59.61496583105023
0,1-5-25 237,37.21753958333333,189.22045416666663,153.53369539109588,47.73051572146118,58.99490426312784
0,1-5-25 238,137.27226624999997,110.91826875,153.50958751329907,47.410876159246584,59.01179437157534
0,1-5-25 239,51.842722083333335,5.8658279166666665,154.84914872340178,47.410876159246584,59.01179437157535
0,1-5-25 240,51.84272208333334,5.8658279166666665,153.50958751329907,47.410876159246584,59.01179437157534
0,1-5-25 241,64.32144458333335,115.02426708333337,154.8964957571918,47.104072273972605,59.61496583105023
0,1-5-25 242,64.32144458333332,115.0242670833333,154.84914872340178,47.10407227397258,59.614965831050206
0,1-5-25 243,54.96269416666666,116.16028791666666,154.89649575719176,47.850597780821914,58.64512363299088
0,1-5-25 244,137.27226625,110.91826875,166.10793971826482,47.57095882020548,59.93540651255708
0,1-5-25 245,28.887862499999997,21.176975,153.50958751329904,47.41087615924656,59.01179437157534
0,1-5-25 246,64.32144458333333,115.02426708333336,154.84914872340184,47.5709588202055,59.9354065125571
0,1-5-25 247,64.32144458333336,115.02426708333337,145.91892951672372,46.94321881906394,59.863495150114154
0,1-5-25 248,38.47159666666666,71.33803166666664,154.84914872340178,47.57095882020547,59.93540651255707
0,1-5-25 249,54.962694166666644,116.16028791666663,154.84914872340178,47.104072273972584,59.614965831050206
0,1-5-25 250,64.32144458333332,115.0242670833333,154.84914872340178,47.10407227397258,59.614965831050206
0,1-5-25 251,51.842722083333335,5.8658279166666665,154.84914872340184,47.410876159246584,59.01179437157534
0,1-5-25 252,37.581388749999995,67.00564333333331,145.9189295167237,46.94321881906391,59.86349515011414
0,1-5-25 253,28.887862500000015,21.176975000000002,153.5336953910959,47.73051572146121,58.994904263127886
0,1-5-25 254,54.96269416666667,116.16028791666666,154.84914872340187,47.5709588202055,59.93540651255709
0,1-5-25 255,64.32144458333333,115.02426708333336,154.84914872340184,47.410876159246584,59.01179437157534
0,1-5-25 256,28.887862500000008,21.176975000000002,153.6523089740297,47.41087615924659,59.01179437157535
0,1-5-25 257,51.84272208333334,5.8658279166666665,154.84914872340187,47.104072273972605,59.61496583105025
0,1-5-25 258,51.842722083333335,5.8658279166666665,145.9189295167237,46.94321881906393,59.86349515011415
0,1-5-25 259,28.887862499999997,21.176974999999995,153.50958751329904,47.41087615924656,59.01179437157534
0,1-5-25 260,38.47159666666666,71.33803166666664,154.8964957571918,47.57095882020548,59.93540651255708
0,1-5-25 261,28.887862499999997,21.176975000000002,153.50958751329907,47.41087615924658,59.01179437157535
0,1-5-25 262,38.47159666666667,71.33803166666668,154.96670123613015,47.28692635445207,59.52079372659818
0,1-5-25 263,54.962694166666644,116.16028791666666,154.84914872340178,47.10407227397258,59.614965831050206
0,1-5-25 264,38.47159666666666,71.33803166666665,154.89649575719176,47.850597780821914,58.645123632990874
0,1-5-25 265,37.217539583333334,189.22045416666666,153.5336953910959,47.730515721461195,58.99490426312787
0,1-5-25 266,51.842722083333335,5.8658279166666665,153.53369539109588,47.73051572146118,58.994904263127864
0,1-5-25 267,54.962694166666665,116.16028791666666,154.84914872340184,47.104072273972605,59.61496583105023
0,1-5-25 268,51.84272208333334,5.8658279166666665,153.5336953910959,47.730515721461195,58.994904263127886
0,1-5-25 269,54.96269416666666,116.16028791666666,154.84914872340184,47.410876159246584,59.01179437157534
0,1-5-25 270,137.27226624999997,110.91826875,154.84914872340184,47.104072273972605,59.61496583105023
0,1-5-25 271,51.842722083333335,5.8658279166666665,153.5336953910959,47.730515721461195,58.99490426312787
0,1-5-25 272,137.27226624999997,110.91826875,165.96521825753425,47.57095882020548,59.93540651255708
0,1-5-25 273,54.962694166666665,116.16028791666666,166.10441517482877,47.39302657591325,59.3965825742009
0,1-5-25 274,28.887862500000008,21.176975000000002,153.5336953910959,47.73051572146121,58.99490426312787
0,1-5-25 275,54.962694166666644,116.16028791666663,154.84914872340178,47.10407227397258,59.614965831050206
0,1-5-25 276,38.471596666666656,71.33803166666662,154.84914872340178,47.10407227397258,59.61496583105022
0,1-5-25 277,51.84272208333334,5.8658279166666665,154.8491487234018,47.410876159246584,59.01179437157534
