Date,0_EU,1_EU,2_EU,3_EU,4_EU,5_EU,6_EU,7_EU,8_EU,9_EU,10_EU,11_EU,12_EU,13_EU,14_EU,15_EU,16_EU,17_EU,18_EU,19_EU,20_EU,21_EU,22_EU,23_EU,0_ED,1_ED,2_ED,3_ED,4_ED,5_ED,6_ED,7_ED,8_ED,9_ED,10_ED,11_ED,12_ED,13_ED,14_ED,15_ED,16_ED,17_ED,18_ED,19_ED,20_ED,21_ED,22_ED,23_ED,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,0_LU,1_LU,2_LU,3_LU,4_LU,5_LU,6_LU,7_LU,8_LU,9_LU,10_LU,11_LU,12_LU,13_LU,14_LU,15_LU,16_LU,17_LU,18_LU,19_LU,20_LU,21_LU,22_LU,23_LU,0_LD,1_LD,2_LD,3_LD,4_LD,5_LD,6_LD,7_LD,8_LD,9_LD,10_LD,11_LD,12_LD,13_LD,14_LD,15_LD,16_LD,17_LD,18_LD,19_LD,20_LD,21_LD,22_LD,23_LD
2022-05-23,94.01584,94.1963,93.92254,93.95651,98.31398,109.86337,110.2263,106.52373,106.1445,106.13879,106.18953,106.43416,106.31878,104.24067,107.11013,107.59592,107.40696,99.84262,99.59678,98.93617,97.99864,97.93868,98.0192,101.56312,43.16331,43.16331,43.16331,43.16331,43.16331,43.16492,43.16492,43.17492,43.16028,43.15574,43.17748,43.16331,43.16331,43.16331,43.16331,43.16331,41.80769,41.80931,41.80931,41.80931,41.80931,43.16492,43.16492,45.16932,164.570007,158.75,155.070007,158.199997,172.539993,202.699997,224.960007,230.020004,220.970001,211.979996,192.350006,184.350006,171.729996,171.630005,169.929993,171.039993,181.630005,182.220001,174.580002,171.75,168.979996,131.169998,46.91,35.619999,105.43434,109.27493,116.24968,120.65037,152.71112,191.91446,197.416,218.93535,205.91737,200.62436,204.61735,184.48734,192.08119,131.79625,126.7468,124.30697,137.67993,138.13292,118.77633,106.27681,99.91326,96.37607,109.6203,115.25386,16.55504,16.55504,16.55504,16.55504,16.55504,16.55504,16.55504,16.55504,16.55504,16.55504,16.55504,16.55504,16.55504,16.55504,16.55504,16.55504,16.55504,16.55504,16.55504,16.55504,16.55504,16.55504,16.55504,19.05
2022-05-24,98.46959,98.53007,98.25486,98.27363,103.95261,139.05981,139.26486,140.3845,140.92831,141.02097,140.86733,112.94598,114.06674,108.91817,108.89844,109.32189,110.98902,108.32667,108.11353,107.61772,106.68505,107.41262,106.17966,106.33182,57.81872,57.81872,45.16932,45.16932,40.98354,41.32681,41.32681,41.32681,41.33286,41.33286,41.33286,41.33574,41.32681,41.32681,41.32681,41.32681,41.81605,41.81605,44.12998,45.16932,45.16932,45.16932,45.16932,41.2815,32.009998,31.17,30.889999,28.889999,26.030001,55.439999,154.440002,163.490005,162.630005,160.399994,158.300003,150.5,137.559998,124.5,147.789993,157.440002,167.309998,193.619995,212.979996,214.710007,216.580002,182.139999,157.770004,190.729996,103.65183,93.44884,94.4396,85.65778,122.2973,127.87008,139.77778,139.77778,155.86621,133.16925,143.41289,116.63058,120.60616,108.66186,96.00574,99.38474,99.0007,97.7551,67.34353,65.4431,72.74662,93.8931,100.86817,131.16551,19.05,19.05,19.05,19.05,74.69291,83.38889,83.38889,17.55556,17.55556,17.55556,17.55556,17.55556,17.55556,18.35196,17.7933,17.2905,18.19663,18.19663,16.60887,16.27982,17.11055,17.11055,17.11055,75.0
2022-05-25,101.344,101.57735,101.55016,101.59119,105.07946,112.60782,112.59164,111.64496,109.12376,111.30814,118.42313,113.94597,115.36464,112.8609,113.189,113.00072,107.31313,107.11184,106.26288,106.05301,106.35377,105.88998,106.63987,112.41382,41.2815,41.2815,41.35,41.35,40.0,40.0,39.95433,39.98328,39.98328,39.98328,41.35943,41.2815,41.2815,41.2815,41.2815,41.2815,39.95276,39.95433,39.95433,39.95433,39.95433,39.95433,39.95433,45.17191,161.470001,161.070007,159.360001,144.830002,173.860001,211.110001,230.0,222.410004,202.240005,170.080002,164.919998,157.949997,141.690002,134.479996,120.209999,121.099998,148.050003,166.320007,188.149994,205.089996,164.779999,156.220001,102.199997,54.369999,126.74012,114.65305,120.74023,111.98644,67.88631,106.06396,95.69323,128.20254,86.58631,100.67814,118.34098,137.09211,107.08735,134.70822,132.61345,131.58683,118.36422,140.42826,144.72044,141.13054,142.66573,147.01498,132.24528,76.25371,75.0,75.0,75.0,75.0,65.0,65.0,65.0,78.49057,78.49057,78.49057,86.78967,75.0,75.0,75.0,75.0,75.0,65.0,65.0,65.0,65.0,65.0,85.0,85.0,18.82759
2022-05-26,105.98812,105.30362,105.37067,105.27713,105.31178,111.53271,111.82099,112.31096,112.2389,112.07143,116.9693,110.71278,111.17087,109.87852,109.42115,109.23106,105.5989,109.50282,109.27631,109.12204,109.23343,109.88658,109.71884,111.74075,45.17191,45.17191,45.17191,45.17191,39.36812,39.36812,39.36812,39.36812,39.36812,43.88156,45.17191,45.17191,45.17191,45.17191,45.17191,45.17191,39.37906,39.37906,39.37906,39.37906,39.36812,39.36812,39.36812,39.55157,23.860001,21.440001,21.59,22.209999,22.549999,27.639999,33.290001,35.68,20.110001,6.47,6.18,5.63,4.8,3.65,3.24,4.16,22.23,46.279999,42.09,44.09,39.189999,84.690002,107.389999,77.150002,82.31774,80.94723,79.5384,75.35977,79.3149,85.66167,77.99854,74.70116,65.78879,78.76886,93.20756,88.18868,77.35526,88.81646,83.27506,82.92104,72.98865,73.84705,76.34683,83.47824,67.22788,76.57236,74.30645,86.54371,21.41379,21.41379,24.0,24.0,91.66667,91.66667,91.66667,105.0,105.0,105.0,110.0,110.0,110.0,110.0,110.0,110.0,103.33333,103.33333,103.33333,10.0,10.0,10.0,10.0,67.29032
2022-05-27,107.01964,107.97655,103.55929,103.47286,103.17746,107.58553,107.95984,108.26581,108.03165,110.56976,114.78028,112.31513,111.99437,111.46632,111.4674,111.48337,105.5298,105.77543,105.85909,105.70059,105.9021,105.92443,105.89879,118.39808,39.55157,39.55157,39.55157,39.55157,37.98387,37.98387,38.16703,41.04845,44.2043,44.23335,50.51826,50.81561,50.812,50.86956,50.57522,50.37149,43.02454,43.11872,43.17691,43.17691,43.0567,43.02454,43.08442,62.89691,56.990002,24.66,20.950001,20.309999,20.030001,26.389999,62.900002,39.060001,31.049999,16.280001,0.08,0.07,0.07,0.06,0.05,0.03,0.27,6.94,17.559999,16.18,11.67,7.04,5.38,7.49,82.4016,76.83655,84.99503,81.61128,78.37974,91.34744,74.16737,75.4337,78.98782,71.87837,88.56218,86.91509,79.27701,88.09861,82.28689,81.76587,74.13003,79.96002,70.30096,69.14886,79.57645,82.83048,84.24948,145.51385,67.29032,67.29032,67.29032,67.29032,65.9488,65.9488,68.48276,110.0,62.42857,117.45342,112.05479,37.06061,33.61111,19.0,14.86667,12.5,27.8125,10.0,10.0,10.0,17.24138,24.53125,20.86207,112.0
2022-05-28,111.05188,110.09556,108.78008,108.58645,115.72143,117.36419,117.72931,118.03354,117.29705,117.92824,116.58489,116.32488,116.16048,115.54211,115.13657,115.34118,103.78903,104.53185,104.08111,103.91494,104.14475,104.16839,104.01919,117.36266,62.89691,62.89691,62.89691,62.89691,62.89691,63.34343,63.34343,63.34343,63.34343,63.34343,63.34343,63.34343,63.34343,63.34343,63.34343,63.34343,44.06,44.06,44.06,44.06,44.06,44.06,44.06,68.17822,5.47,3.69,2.73,2.92,1.93,2.97,1.91,0.72,1.35,1.51,1.87,1.79,1.73,1.86,2.23,3.28,12.87,77.529999,132.210007,154.529999,141.25,141.399994,135.820007,143.270004,129.60708,130.21268,129.02903,128.96725,141.31659,141.49486,120.15098,101.20724,106.3761,107.43795,141.57443,140.75184,133.27298,137.12641,132.56314,132.10975,105.42728,109.20659,106.62608,95.37163,93.76656,104.59302,113.07802,87.44295,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,102.5,102.5,102.5,102.5,102.5,102.5,102.5,118.75
2022-05-29,112.68263,113.15722,113.17472,113.617,118.6041,117.92568,116.34813,105.67061,105.75271,106.02787,101.67834,102.00333,101.92936,102.00986,101.9532,101.87333,102.30994,101.01099,100.93605,100.7701,99.69131,104.22453,104.23096,118.54133,68.17822,68.17822,68.17822,68.17822,68.17822,68.30495,68.30495,63.98744,64.09703,64.09703,59.27789,59.17907,59.19147,59.17684,59.19319,59.19314,59.09126,58.99586,59.09939,59.09939,59.09939,63.92277,63.92277,116.95932,140.990005,140.5,138.369995,140.039993,141.320007,133.800003,138.369995,140.149994,140.080002,140.0,145.059998,141.0,133.490005,123.779999,121.589996,120.0,150.0,179.559998,201.380005,214.940002,224.970001,225.0,214.960007,203.899994,99.58461,106.32106,104.29815,105.53665,84.47971,96.87218,89.73124,64.611,75.31249,75.17619,100.75566,98.82981,92.67283,91.85591,95.83881,94.93076,90.77925,98.21572,98.61467,102.04558,100.31647,98.56898,99.82589,200.8426,91.59091,91.59091,91.59091,91.59091,118.75,118.75,118.75,118.75,118.75,118.75,117.0,117.0,117.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0
2022-05-30,112.63381,112.62512,113.85698,112.39713,126.61723,129.35688,130.56084,130.31805,127.2073,127.95366,122.73084,122.69634,123.25244,123.45458,118.52656,122.87836,129.46715,130.35582,130.18034,127.81507,126.96894,128.39925,126.11284,159.42428,80.87959,80.87959,80.87959,80.87959,80.87959,80.56768,80.56768,79.8044,78.75534,78.48865,79.13928,79.34176,78.86697,80.39261,80.56768,80.56768,62.88544,62.63689,62.63689,62.63689,62.63689,62.63689,62.63689,96.46552,194.720001,192.649994,184.5,182.919998,195.740005,230.679993,257.950012,260.269989,232.919998,230.0,229.770004,215.0,207.5,201.279999,202.289993,210.899994,225.699997,241.360001,291.140015,295.0,266.459991,243.679993,227.5,200.910004,191.59006,193.4369,179.78652,210.03356,169.51706,189.57813,216.42184,225.58788,148.434,150.5481,195.94416,190.2285,192.84542,180.03842,194.08822,188.44016,206.13455,221.42795,232.89323,225.03932,170.63841,180.36807,168.46295,84.37666,117.0,117.0,117.0,117.0,80.81818,80.81818,83.61905,62.42105,54.9375,54.9375,84.29412,80.5,107.75,124.95238,124.95238,124.95238,116.25,116.25,116.25,116.25,116.25,116.25,116.25,20.0
2022-05-31,128.55624,128.15262,127.69842,128.27906,160.2392,164.03576,163.7149,168.0813,166.27407,166.70018,168.70113,173.66284,173.86096,173.79358,173.43928,172.12733,168.65714,167.85476,172.64133,171.16185,168.26608,167.29298,167.20108,127.85402,96.46552,96.46552,96.46552,96.46552,96.46552,96.52174,96.52174,57.2931,57.3488,57.36845,57.36794,57.34403,57.34249,57.30931,57.2931,57.30888,57.29343,57.2931,57.2931,57.2931,57.2931,74.53782,74.34711,101.50568,183.0,179.619995,177.020004,180.009995,195.990005,228.679993,247.770004,243.139999,225.899994,200.630005,193.910004,192.270004,184.070007,182.539993,182.080002,182.380005,200.0,234.970001,255.020004,258.670013,247.509995,240.009995,227.979996,220.0,87.15112,85.10405,65.6,0.0,68.2,116.94598,108.28388,91.23322,68.84327,82.07846,104.22867,91.39651,126.04339,106.73125,94.53338,85.36021,84.97985,101.41616,61.01115,69.16222,97.42267,95.18922,79.96705,113.34061,20.0,20.0,20.0,20.0,20.0,20.0,20.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,20.0,0.0,16.38889
2022-06-01,121.44771,123.30044,122.94665,123.39357,136.40842,140.00421,137.82252,140.05452,138.30316,138.40146,139.14442,140.00112,139.99588,139.72139,140.13617,140.54099,140.9904,140.26542,140.53037,140.03313,138.51285,138.32876,137.87258,139.38632,101.50568,101.50568,101.50568,101.50568,101.50568,101.50568,101.50568,101.50568,101.50568,101.35721,101.36056,101.3598,101.36442,101.50568,101.50568,101.50568,101.50568,101.50568,101.50568,101.50568,101.50568,96.61765,96.61765,84.40214,207.449997,199.089996,182.529999,182.279999,198.949997,230.0,249.679993,246.360001,228.820007,211.800003,206.600006,189.770004,184.860001,184.860001,180.039993,181.600006,199.710007,229.919998,251.979996,257.709991,262.600006,250.0,230.330002,191.0,117.06303,109.52682,103.01272,104.46174,100.80291,102.97278,143.6712,130.83888,98.03751,108.81485,125.51977,110.79435,134.20535,127.3541,123.68159,133.31855,110.88062,139.28973,124.03903,127.3986,137.27377,108.38327,98.73998,109.78499,173.33333,173.33333,158.33333,158.33333,190.0,96.66667,83.88889,15.0,15.0,15.0,16.38889,16.38889,16.38889,16.38889,16.38889,16.38889,16.38889,16.38889,16.38889,16.38889,16.38889,20.0,20.0,90.0
2022-06-02,126.03864,127.31704,128.01872,127.56144,142.82679,143.36181,143.68654,142.56821,144.82564,145.54831,145.32202,146.32614,147.34566,147.47281,147.21861,147.70585,146.44899,145.69805,145.87313,145.84365,142.78896,145.61556,145.71294,128.87705,84.40214,84.40214,84.63899,84.63899,94.23413,96.05611,96.05742,95.95634,96.25996,96.25996,96.25996,96.12158,96.13862,96.12823,96.25996,96.25996,96.25996,96.25996,96.25996,96.25996,96.25996,95.97645,95.97645,94.89374,172.210007,168.979996,161.619995,147.979996,148.389999,204.619995,223.100006,218.130005,188.759995,170.139999,162.309998,156.899994,149.139999,146.850006,148.880005,158.130005,166.190002,179.199997,175.600006,174.970001,175.080002,173.350006,170.600006,175.559998,105.10637,90.65297,89.58676,96.59993,105.87949,116.66591,136.8055,134.90468,104.63136,116.67281,110.80156,109.04814,106.13605,119.59753,104.99851,99.71812,104.60484,109.17416,84.46514,90.4918,107.42005,111.53198,103.51091,136.4156,83.375,83.375,89.76923,90.0,40.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,20.0,20.0,20.0,41.81208,190.0,190.0,106.66667
2022-06-03,118.57716,121.90169,121.86772,121.79112,129.9189,130.41374,130.74778,128.4571,130.21512,129.17431,130.45624,129.84186,131.40284,131.16821,131.58628,130.7446,131.10148,131.02188,131.87692,130.87601,129.34311,131.51054,130.89478,133.79447,94.89374,94.89374,95.30828,94.89374,94.89374,96.05345,96.04802,96.00297,96.00297,95.6274,95.06909,94.2933,94.24532,95.65371,96.25996,96.01506,95.65752,95.65752,96.25996,96.25996,96.25996,98.38704,98.38704,93.91952,162.789993,157.089996,159.289993,161.369995,161.429993,209.830002,225.110001,217.179993,197.119995,179.970001,161.850006,161.669998,150.229996,151.960007,155.139999,163.089996,169.350006,216.309998,225.0,221.830002,212.860001,208.350006,178.770004,175.809998,131.20594,124.93217,119.42431,129.71217,156.35931,162.22157,170.00528,158.7982,143.04317,147.80712,175.08473,164.91236,168.90347,172.1374,161.85127,160.02552,164.60295,147.0741,142.56188,143.31318,144.60191,163.87159,148.05637,172.85264,106.66667,106.66667,117.5,110.0,130.0,130.0,130.0,130.0,130.0,130.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,0.0,0.0,51.83036
2022-06-04,122.34536,122.35988,122.34909,122.38531,132.93624,133.24063,133.72744,131.42566,132.96821,132.26056,133.10308,133.35998,134.44947,134.68949,136.03113,135.5582,135.48188,134.77133,134.50495,134.57032,132.3482,134.27688,134.33387,138.59464,93.91952,93.91952,93.91952,93.91952,93.91952,93.79905,93.43013,93.14495,93.42948,93.00405,92.18378,92.26921,92.18638,92.59042,93.57246,93.43013,93.28772,93.79925,93.91952,93.91952,93.91952,93.91952,93.91952,101.28345,167.970001,166.919998,157.050003,155.5,156.009995,159.800003,169.860001,180.0,178.5,163.330002,139.979996,135.139999,114.279999,94.860001,118.989998,141.419998,158.919998,179.830002,199.029999,209.240005,198.979996,199.059998,179.360001,165.520004,171.61535,166.08292,108.86011,106.54419,0.0,0.0,0.0,101.72881,90.71964,101.54916,108.28557,114.1161,125.77262,109.87743,135.71727,134.96732,59.594,140.356,81.89577,247.14286,193.67105,183.65658,174.51335,264.20399,27.27678,27.27678,27.27678,27.27678,27.27678,47.05128,20.05236,20.05263,20.10471,15.22727,15.0,15.0,15.0,15.0,48.84,20.05236,20.05263,47.05128,47.05128,47.05128,47.05128,27.27678,27.27678,28.39286
2022-06-05,127.71582,127.95958,128.78997,129.07378,140.00368,141.23459,139.82594,136.56302,137.0083,136.8981,139.42521,141.0434,141.36124,141.5785,142.03655,142.06984,142.3771,141.24464,141.23227,138.80228,138.27591,138.96361,138.85682,141.43062,102.18296,102.18296,102.18296,102.18296,101.28345,101.28345,100.22274,99.98562,100.63636,99.11264,98.49498,100.40319,100.25392,100.45408,101.09388,100.85103,100.45845,100.60514,100.78732,100.78732,100.78732,100.78732,100.78732,84.3503,157.229996,149.570007,136.880005,136.039993,128.039993,127.269997,133.649994,136.279999,142.649994,141.360001,143.619995,132.5,90.360001,98.309998,121.949997,132.029999,150.020004,163.029999,168.800003,169.440002,166.360001,169.220001,137.740005,103.400002,241.57735,233.97281,176.81998,177.53865,201.36906,194.52412,197.41464,194.14226,194.10464,196.68261,201.33527,205.29831,197.78047,192.24613,208.24145,206.08289,202.52987,205.60446,197.3776,332.11149,342.20866,338.47931,251.79355,185.98282,15.0,15.0,15.0,15.0,20.0,20.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,56.29464,56.29464,56.29464,15.0,15.0,15.08571,15.08571,15.08571,15.08571,15.02857,197.5
2022-06-06,128.85373,128.64111,128.0744,128.14802,138.78875,139.62778,140.86322,137.17068,137.00924,137.0084,137.70127,138.16117,138.44822,138.01492,138.04811,138.00086,138.1251,137.21832,137.05169,137.91115,137.91093,137.81558,137.40807,137.08631,84.59939,84.59939,84.59939,84.59939,84.3503,84.3519,84.3519,84.3519,84.23142,84.14599,84.08909,84.10111,84.14315,84.09956,84.24195,84.23696,84.23775,84.33342,84.36467,84.36467,84.36467,84.36467,84.36467,83.36022,90.860001,82.07,88.019997,85.050003,88.080002,90.059998,94.220001,84.050003,57.049999,30.74,11.33,5.95,5.56,5.7,9.4,15.51,82.059998,169.550003,200.0,214.970001,214.039993,217.419998,189.699997,163.720001,185.60284,180.86941,188.77836,187.53966,202.19299,173.95852,200.66914,205.79215,208.89456,207.47427,160.35702,153.17013,159.91096,150.55728,162.88809,153.96947,154.16766,162.20412,150.63086,145.48017,161.32312,158.15085,151.14553,118.42014,188.18182,188.18182,188.18182,188.18182,275.0,275.0,275.0,60.0,60.0,60.0,284.28571,290.58824,264.87179,284.28571,264.87179,264.87179,60.0,60.0,60.0,60.0,60.0,60.0,60.0,173.10423
2022-06-07,126.68086,127.15803,127.43269,127.1258,139.65335,152.7379,152.96468,152.71686,153.35232,153.20322,155.00756,154.41384,154.73219,154.99991,154.58704,154.04272,155.84883,153.84954,154.00003,153.9993,153.70877,154.08742,153.91822,147.95642,83.36022,83.36022,83.36022,83.36022,83.36022,83.36022,83.36022,83.36022,83.21519,83.21572,83.21369,83.22567,83.22524,83.01149,83.22647,83.22647,82.87159,83.01941,83.36022,83.36022,83.36022,83.36022,83.36022,97.70991,154.339996,150.610001,145.720001,146.880005,154.330002,175.699997,216.929993,220.119995,210.990005,191.0,173.320007,168.699997,168.699997,165.520004,163.869995,164.070007,173.100006,200.0,218.039993,227.460007,228.809998,220.259995,210.970001,185.050003,100.78723,90.06577,0.0,0.0,187.5,187.5,171.49916,120.37006,123.41291,115.81011,115.64133,108.76534,109.99532,112.35118,108.35476,132.68396,125.64472,169.38946,166.16001,183.28394,181.8658,132.51695,0.0,112.60735,177.17869,199.41494,199.41494,199.41494,193.53125,123.24324,123.24324,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
2022-06-08,136.97717,136.26936,136.97024,136.53822,148.55368,157.68307,158.75306,159.40922,159.07024,158.5752,159.72003,160.75388,161.21019,161.07408,160.57157,160.01946,159.56853,161.24815,160.82492,161.5063,161.59507,160.6031,159.16629,149.69377,78.54167,78.54167,78.54167,78.54167,78.54167,78.37333,78.37333,78.37333,78.2946,78.2544,78.23759,78.27772,78.29434,78.28536,78.37497,78.37497,78.39663,78.39576,78.37333,78.37333,78.37333,78.37333,78.37333,68.54714,168.949997,165.100006,162.960007,164.919998,175.0,197.419998,213.929993,215.009995,205.289993,191.0,183.580002,180.580002,174.429993,176.429993,178.990005,181.729996,199.660004,209.690002,227.199997,212.360001,211.979996,211.0,176.089996,189.009995,67.55833,93.19299,0.0,0.0,0.0,0.0,132.04495,142.65867,168.07738,192.67611,190.04438,159.56281,181.81484,173.07927,183.55694,181.60461,208.08629,203.58558,222.82927,162.90106,163.42375,144.03345,82.1847,176.30831,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,67.5,67.5,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,131.85714,65.0
2022-06-09,139.8976,140.46172,140.68865,140.57165,151.33757,161.69586,165.51994,163.95004,162.84216,162.79843,163.232,162.78433,163.75117,163.75145,163.31561,161.88278,163.17449,161.41872,161.74176,162.71149,162.72941,161.26827,160.46587,148.36042,67.02071,67.02071,67.02071,67.02071,67.72688,67.74866,67.74866,72.63977,71.06571,71.24353,71.3454,71.36859,71.10402,71.10154,71.06595,71.06595,67.94377,67.8464,67.6886,67.6886,67.6886,67.6886,67.6886,65.14591,170.630005,165.0,164.809998,164.850006,174.539993,205.75,215.059998,221.919998,214.210007,205.130005,189.429993,183.179993,169.630005,161.160004,154.039993,153.309998,166.759995,177.729996,191.970001,202.279999,210.240005,209.089996,192.070007,196.580002,142.8647,152.35149,175.0,147.29226,198.75,179.1543,187.53027,223.02681,196.14527,190.89678,223.93943,233.82909,252.8051,253.04348,225.72481,242.3492,255.22276,242.29302,222.33175,221.96147,226.50469,235.66937,201.22571,156.49717,68.57143,68.57143,73.57143,73.57143,69.16667,69.16667,69.16667,87.85714,87.91667,87.85714,73.71428,70.30333,74.16667,74.16667,74.16667,74.16667,67.0,67.88462,67.85714,67.85714,67.85714,67.85714,67.85714,68.53932
2022-06-10,139.98633,140.26222,140.62444,140.38012,151.31789,162.61452,163.07224,162.90979,163.1086,163.13709,163.6791,161.935,161.74398,161.8887,161.6406,161.06231,160.2977,160.38703,160.13397,159.12704,159.26044,158.84432,158.84171,138.84288,65.2837,65.2837,65.2837,65.2837,65.2837,65.14279,65.14279,58.65473,58.65473,58.65473,58.68536,58.68503,58.65626,58.65626,58.65626,58.65626,65.14435,65.14279,65.14279,65.14279,65.14279,65.14279,65.14279,51.45366,170.0,164.240005,163.809998,163.839996,179.139999,207.910004,213.759995,212.839996,194.940002,175.160004,164.169998,157.770004,159.070007,151.610001,155.830002,162.800003,185.779999,202.440002,218.509995,220.460007,216.899994,215.479996,205.070007,202.710007,155.30842,154.4072,170.14652,156.53528,156.80312,216.93157,247.83061,620.08268,590.14229,583.9178,218.88382,209.41625,201.45244,169.15691,169.47727,167.73786,120.54533,124.09125,123.09318,135.07474,119.11633,154.35523,115.11917,116.22301,70.11494,70.11494,70.11494,70.11494,88.82353,85.78947,85.78947,69.23077,79.35484,79.35484,64.66667,64.66667,79.35484,79.35484,79.35484,79.35484,69.27374,62.10526,62.10526,62.10526,62.10526,69.27374,69.27374,57.36842
2022-06-11,128.75444,128.96041,128.82478,128.64925,140.72852,147.30069,146.66471,146.31221,147.05906,147.45699,144.55393,140.47654,141.39103,141.35881,141.19979,140.54977,142.39457,143.35035,143.02001,141.72669,142.02486,142.2633,141.90602,139.53294,50.84967,50.84967,50.84967,50.84967,51.45366,51.45366,51.45366,51.45366,51.45366,51.45366,51.50073,51.49883,51.49883,51.45366,51.45366,51.45366,51.45366,51.45366,51.45366,51.45366,51.45366,51.45366,51.45366,48.58549,186.009995,173.389999,165.679993,158.229996,155.139999,157.839996,151.110001,149.0,111.050003,80.290001,72.279999,62.619999,48.150002,4.23,37.529999,61.490002,42.939999,149.220001,191.679993,204.309998,211.059998,207.919998,199.0,195.0,111.17207,125.63908,75.85159,65.193,0.0,0.0,0.0,96.68147,154.99248,186.40965,164.96984,169.68712,250.0,0.0,97.69231,104.09839,115.16635,136.60297,141.01877,155.27618,144.35945,156.55814,135.51337,116.15086,60.0,60.0,60.0,60.0,57.36842,57.36842,57.36842,57.36842,57.36842,57.36842,57.36842,55.64706,56.33333,56.33333,56.33333,57.22222,57.36842,60.0,60.0,60.0,60.0,60.0,56.33333,49.16667
2022-06-12,135.43871,135.3318,135.52819,135.3449,142.413,144.58328,143.89562,143.9465,145.98085,147.91695,146.85765,145.46355,141.42956,140.81181,140.90102,141.74456,141.81858,144.76635,145.08634,144.64083,144.4289,143.45322,142.82423,136.67407,49.18779,49.18779,49.18779,49.18779,48.58549,48.64557,48.69709,50.43902,50.34724,50.35297,50.3363,49.02471,49.06095,49.06095,49.05843,50.90376,50.91626,50.92612,50.90376,50.90376,50.90376,50.90376,50.90376,43.68805,164.110001,153.860001,145.460007,144.979996,131.619995,120.32,116.349998,97.360001,80.830002,74.370003,48.889999,19.709999,5.02,2.0,9.95,31.549999,85.330002,159.949997,185.309998,205.979996,178.440002,176.710007,174.179993,168.289993,100.86884,116.40697,0.0,0.0,154.16559,152.08515,179.96598,194.7222,191.41801,170.45284,145.2571,157.25774,124.05835,126.91547,133.14753,185.74991,163.13052,180.65102,182.98187,177.23117,193.5212,178.70061,180.0119,78.78568,46.0,46.0,46.0,46.0,49.16667,45.43478,47.04545,42.0,46.0,46.0,46.0,48.0,48.0,48.0,48.0,42.0,0.0,0.0,42.0,42.0,42.0,42.0,42.0,47.85714
2022-06-13,132.59746,132.76542,132.74779,132.83273,138.71435,143.17209,142.33202,143.58306,154.19474,154.28313,146.9764,144.70001,144.49874,144.017,143.91882,143.46441,143.15209,143.40127,143.17569,143.13588,143.19267,143.79162,143.93626,123.05928,43.68805,43.68805,44.02415,44.02415,42.61905,42.63362,42.63362,42.6191,42.6191,42.58462,42.58462,42.59787,42.62365,42.6482,42.62273,42.6482,42.6482,42.74538,42.74538,43.62002,43.62002,43.62002,44.22381,40.7819,162.339996,154.479996,149.919998,140.199997,149.970001,200.029999,211.190002,212.119995,179.220001,165.699997,147.169998,139.600006,106.059998,87.589996,85.230003,106.260002,142.919998,156.509995,167.050003,167.289993,165.919998,165.550003,154.479996,34.34,70.226,74.0325,0.0,50.28071,131.06667,162.44836,145.14825,147.01887,181.85347,161.19654,170.07569,188.70321,188.34248,139.05494,149.54375,172.5988,160.49131,178.49922,180.98537,172.56557,124.89882,122.46753,109.49952,138.1691,70.0,76.94444,47.9697,45.0,45.0,46.76136,46.76136,45.96386,45.96386,45.96386,45.96386,45.97349,45.97349,46.77045,45.97349,61.29213,61.29213,61.29213,61.29213,47.22222,47.22222,47.22222,46.5625,39.0
