Names,EU,ED,Spot,LU,LD
EU,7.627,-27.961,36.3266,18.9201,-42.1964
ED,-27.961,126.0766,-116.1758,-72.3767,160.9176
Spot,36.3266,-116.1758,19649.9521,2237.2107,-7470.4166
LU,18.9201,-72.3767,2237.2107,4611.4558,-169.4317
LD,-42.1964,160.9176,-7470.4166,-169.4317,22027.659
